"","school","sex","age","address","famsize","Pstatus","Medu","Fedu","Mjob","Fjob","reason","guardian","traveltime","studytime","failures","schoolsup","famsup","paid","activities","nursery","higher","internet","romantic","famrel","freetime","goout","Dalc","Walc","health","absences","G1","G2","G3"
"897","MS","F",18,"R","LE3","A",3,2,"other","other","course","other",2,3,2,"0","1","0","0","0","0","0","1",3,3,2,1,1,2,6,7,9,10
"898","MS","F",18,"R","LE3","A",4,2,"teacher","other","reputation","mother",1,2,0,"0","0","0","1","1","1","1","1",5,3,1,1,1,5,0,5,0,0
"899","MS","F",18,"R","LE3","T",2,2,"services","services","course","mother",1,2,1,"0","1","0","1","1","1","1","0",2,3,3,1,2,4,3,7,6,8
"900","MS","F",18,"R","LE3","T",4,4,"other","other","reputation","mother",2,3,0,"0","0","0","0","1","1","1","0",5,4,4,1,1,1,0,15,17,17
"901","MS","F",18,"R","LE3","T",4,4,"other","other","reputation","mother",2,3,0,"0","0","0","0","1","1","1","0",5,4,4,1,1,1,0,19,18,19
"902","MS","F",18,"R","LE3","T",4,4,"teacher","services","course","mother",1,2,0,"0","0","1","1","1","1","1","0",5,4,3,3,4,2,4,8,9,10
"903","MS","F",18,"R","LE3","T",4,4,"teacher","services","course","mother",1,2,0,"0","0","0","1","1","1","1","0",5,4,3,3,4,2,1,13,14,14
"904","MS","F",18,"U","GT3","A",1,2,"at_home","other","course","mother",2,2,2,"0","1","0","0","1","1","0","0",4,3,3,1,1,5,2,6,8,8
"905","MS","F",18,"U","GT3","A",2,4,"other","services","reputation","father",1,2,1,"0","1","0","0","1","1","1","0",2,3,2,1,3,1,8,8,5,8
"906","MS","F",18,"U","GT3","T",1,1,"at_home","services","course","mother",3,2,1,"0","0","0","0","1","0","0","0",4,4,2,1,2,2,2,9,10,10
"907","MS","F",18,"U","GT3","T",1,1,"other","other","course","mother",2,2,0,"0","0","0","1","1","1","0","0",1,1,1,1,1,5,6,11,12,9
"908","MS","F",18,"U","GT3","T",1,1,"other","other","course","mother",2,2,1,"0","0","0","1","1","1","0","0",1,1,1,1,1,5,0,6,5,0
"909","MS","F",18,"U","GT3","T",1,1,"other","other","course","mother",3,2,2,"0","0","0","1","1","1","0","1",3,4,4,2,2,5,3,7,8,7
"910","MS","F",18,"U","GT3","T",1,2,"at_home","at_home","course","father",2,2,0,"0","1","0","0","1","0","0","0",4,1,1,1,1,4,0,11,11,12
"911","MS","F",18,"U","GT3","T",1,2,"other","other","course","father",1,2,1,"0","1","0","1","1","1","1","1",3,4,4,2,3,5,9,9,8,8
"912","MS","F",18,"U","GT3","T",2,2,"other","other","course","mother",2,2,0,"0","1","0","0","0","1","1","1",1,3,1,1,1,2,4,8,8,10
"913","MS","F",18,"U","GT3","T",2,2,"services","at_home","reputation","father",2,2,0,"0","0","0","1","0","1","1","0",4,3,5,1,1,1,2,12,13,14
"914","MS","F",18,"U","GT3","T",2,3,"at_home","services","course","father",2,1,0,"0","1","1","0","1","1","1","1",5,2,3,1,2,4,0,11,10,10
"915","MS","F",18,"U","GT3","T",2,3,"at_home","services","course","father",2,1,0,"0","1","0","0","1","1","1","1",5,2,3,1,2,4,0,10,10,10
"916","MS","F",18,"U","GT3","T",3,3,"other","other","home","mother",1,2,0,"0","0","1","0","1","1","1","1",4,1,3,1,2,1,0,15,15,15
"917","MS","F",18,"U","GT3","T",3,3,"other","other","home","mother",1,2,0,"0","0","0","0","1","1","1","1",4,1,3,1,2,1,1,16,16,16
"918","MS","F",18,"U","GT3","T",3,3,"services","services","course","father",1,2,0,"0","1","0","0","1","1","0","1",5,3,4,1,1,5,0,10,9,9
"919","MS","F",18,"U","GT3","T",3,3,"services","services","course","father",1,2,0,"0","1","0","0","1","1","0","1",5,3,4,1,1,5,0,10,10,10
"920","MS","F",18,"U","GT3","T",3,3,"services","services","other","mother",2,2,0,"0","1","0","0","1","1","1","1",4,3,2,1,3,3,0,11,11,10
"921","MS","F",18,"U","GT3","T",3,3,"services","services","other","mother",2,2,0,"0","1","0","0","1","1","1","1",4,3,2,1,3,3,6,13,12,13
"922","MS","F",18,"U","GT3","T",4,4,"teacher","teacher","reputation","mother",2,2,0,"0","0","0","1","0","1","1","0",4,3,5,1,2,1,0,18,18,18
"923","MS","F",18,"U","LE3","A",1,1,"at_home","services","course","mother",1,2,0,"0","0","0","0","1","1","0","1",5,2,3,1,2,3,2,8,10,11
"924","MS","F",18,"U","LE3","A",1,2,"at_home","other","reputation","mother",2,2,0,"0","0","0","0","1","1","1","0",4,4,3,1,2,4,0,12,13,14
"925","MS","F",18,"U","LE3","T",1,1,"at_home","services","course","father",2,3,0,"0","0","0","0","1","1","1","0",5,3,2,1,1,4,0,18,16,16
"926","MS","F",18,"U","LE3","T",1,1,"at_home","services","course","father",2,3,0,"0","0","0","0","1","1","1","0",5,3,2,1,1,4,0,19,17,18
"927","MS","F",18,"U","LE3","T",1,1,"other","at_home","reputation","mother",2,2,0,"1","0","0","0","1","1","0","0",2,3,5,1,4,3,8,9,8,10
"928","MS","F",18,"U","LE3","T",2,2,"services","services","course","father",2,3,0,"0","0","0","0","1","1","1","1",5,4,5,1,4,3,0,11,12,13
"929","MS","F",18,"U","LE3","T",3,1,"teacher","services","course","mother",1,2,0,"0","1","1","0","1","1","1","0",4,3,4,1,1,1,0,7,9,8
"930","MS","F",18,"U","LE3","T",3,1,"teacher","services","course","mother",1,2,0,"0","1","0","0","1","1","1","0",4,3,4,1,1,1,4,15,15,16
"931","MS","F",19,"R","GT3","A",1,1,"at_home","at_home","course","other",2,2,3,"0","1","0","1","1","0","0","1",3,5,4,1,4,1,0,8,0,0
"932","MS","F",19,"R","GT3","T",1,1,"at_home","other","course","other",2,2,1,"0","1","0","0","1","1","1","1",4,3,3,1,1,3,4,7,8,9
"933","MS","F",19,"R","GT3","T",2,3,"services","other","course","mother",1,3,1,"0","0","0","1","0","1","1","0",5,4,2,1,2,5,0,7,5,0
"934","MS","F",19,"R","GT3","T",2,3,"services","other","course","mother",1,3,1,"0","0","0","1","0","1","1","0",5,4,2,1,2,5,4,10,11,10
"935","MS","F",19,"U","GT3","T",1,1,"at_home","services","course","mother",1,3,1,"0","0","0","1","1","0","0","1",5,3,1,1,1,3,6,7,9,9
"936","MS","F",19,"U","GT3","T",1,1,"at_home","services","other","father",2,1,1,"0","0","0","0","1","0","0","0",5,5,5,2,3,2,0,5,0,0
"937","MS","F",19,"U","GT3","T",1,1,"other","other","course","other",2,2,1,"0","1","0","0","1","1","1","1",1,1,4,4,1,1,12,7,8,9
"938","MS","F",19,"U","GT3","T",2,3,"at_home","services","course","other",1,1,1,"0","0","0","0","1","0","1","1",4,4,4,1,1,2,0,9,9,10
"939","MS","F",19,"U","LE3","A",1,1,"at_home","other","course","mother",1,1,0,"0","1","0","0","1","0","0","0",1,4,4,1,1,5,0,6,8,7
"940","MS","F",19,"U","LE3","T",2,2,"other","other","home","mother",1,3,0,"0","0","0","0","1","1","1","1",5,4,5,1,1,1,0,12,13,13
"941","MS","F",19,"U","LE3","T",3,2,"services","services","home","other",2,2,2,"0","0","0","1","1","1","0","1",3,2,2,1,1,3,4,7,7,9
"942","MS","F",20,"U","GT3","T",3,3,"at_home","services","other","mother",2,2,1,"0","0","0","1","1","1","1","1",3,3,4,2,4,3,8,11,9,10
"943","MS","F",20,"U","GT3","T",4,2,"health","other","course","other",2,3,2,"0","1","1","0","0","1","1","1",5,4,3,1,1,3,4,15,14,15
"944","MS","M",15,"R","GT3","T",1,1,"other","other","course","mother",4,2,0,"0","1","0","1","1","1","0","1",5,4,5,2,4,4,8,7,9,9
"945","MS","M",15,"R","GT3","T",1,2,"other","services","course","mother",3,2,0,"0","1","0","1","1","1","0","0",5,5,5,1,3,5,11,9,11,10
"946","MS","M",15,"R","LE3","T",1,3,"at_home","other","reputation","father",3,1,0,"0","1","0","1","1","1","1","0",4,2,4,3,5,3,2,10,11,11
"947","MS","M",15,"R","LE3","T",4,1,"health","services","reputation","father",1,2,0,"0","1","0","1","1","1","1","0",5,3,4,1,2,2,0,12,13,14
"948","MS","M",15,"R","LE3","T",4,1,"health","services","reputation","father",1,2,0,"0","1","0","1","1","1","1","0",5,3,4,1,2,2,7,7,9,8
"949","MS","M",15,"U","GT3","T",2,2,"health","other","reputation","mother",3,1,0,"0","0","0","0","1","1","0","0",4,3,3,1,2,4,1,13,12,13
"950","MS","M",15,"U","GT3","T",3,1,"other","services","home","mother",2,1,0,"0","1","0","0","1","1","0","0",3,2,3,1,3,4,0,10,9,11
"951","MS","M",15,"U","GT3","T",3,3,"services","services","course","father",2,1,0,"0","1","0","1","0","1","1","0",4,3,3,2,4,3,11,12,10,11
"952","MS","M",15,"U","LE3","A",2,1,"services","services","course","mother",1,1,0,"0","0","0","1","1","1","1","0",4,3,3,1,2,5,11,12,13,12
"953","MS","M",15,"U","LE3","A",2,2,"other","other","reputation","mother",3,4,0,"0","1","0","1","1","1","0","0",5,4,5,2,3,5,8,13,14,14
"954","MS","M",15,"U","LE3","T",3,3,"at_home","at_home","reputation","father",1,2,0,"0","1","0","1","1","1","1","0",5,3,3,1,1,5,0,11,11,11
"955","MS","M",16,"R","GT3","T",1,1,"at_home","other","other","father",2,1,0,"0","0","0","1","1","1","0","0",3,4,4,3,4,5,6,11,11,11
"956","MS","M",16,"R","GT3","T",1,2,"other","other","course","father",2,2,0,"0","0","0","0","1","1","0","0",4,3,3,1,1,5,0,10,11,11
"957","MS","M",16,"R","GT3","T",2,1,"other","services","reputation","mother",2,2,0,"0","0","0","1","1","1","1","0",5,2,1,1,1,2,0,8,7,0
"958","MS","M",16,"R","GT3","T",2,2,"services","services","course","mother",2,1,0,"0","1","0","1","1","1","1","1",5,4,3,2,4,4,6,7,8,8
"959","MS","M",16,"R","GT3","T",3,2,"services","other","course","father",2,1,0,"0","0","0","0","1","1","1","0",4,5,5,2,3,5,2,11,9,10
"960","MS","M",16,"R","GT3","T",3,4,"other","health","other","mother",3,2,0,"0","0","0","0","0","1","0","0",3,4,5,1,2,5,4,9,10,11
"961","MS","M",16,"R","LE3","A",4,4,"at_home","other","home","mother",1,2,0,"0","1","0","0","1","1","0","0",5,3,2,1,3,2,5,10,11,11
"962","MS","M",16,"R","LE3","T",1,1,"at_home","other","course","mother",2,1,0,"0","0","0","1","1","1","1","0",4,5,5,2,4,5,0,10,10,9
"963","MS","M",16,"R","LE3","T",1,2,"other","at_home","course","mother",1,1,0,"0","0","0","0","1","1","0","0",4,4,4,2,4,5,4,9,10,11
"964","MS","M",16,"R","LE3","T",4,1,"other","at_home","other","father",1,1,0,"0","0","0","0","1","1","1","0",4,1,2,2,1,2,0,10,11,11
"965","MS","M",16,"U","GT3","A",1,2,"other","other","other","mother",1,3,0,"1","0","0","0","1","1","1","0",4,4,3,1,1,5,0,10,11,11
"966","MS","M",16,"U","GT3","T",1,1,"at_home","services","home","mother",2,2,0,"0","1","0","1","1","1","0","1",5,4,5,4,5,3,0,7,0,0
"967","MS","M",16,"U","GT3","T",2,1,"health","services","other","mother",2,2,0,"0","0","0","0","0","1","1","1",4,2,2,1,4,5,2,9,7,8
"968","MS","M",16,"U","GT3","T",4,4,"other","teacher","course","father",1,2,0,"0","1","0","1","1","1","0","1",4,3,1,1,1,3,0,13,12,13
"969","MS","M",16,"U","LE3","A",2,2,"other","services","course","father",2,2,0,"0","1","0","0","0","1","1","1",4,1,2,2,2,5,0,12,13,13
"970","MS","M",16,"U","LE3","T",2,1,"at_home","services","course","mother",2,1,0,"0","1","0","1","1","1","1","0",2,4,3,2,3,4,4,10,8,10
"971","MS","M",16,"U","LE3","T",2,2,"services","services","other","mother",4,3,0,"0","0","0","0","1","1","0","0",5,1,3,2,2,3,0,10,9,10
"972","MS","M",16,"U","LE3","T",4,3,"other","other","course","father",1,1,0,"0","0","0","1","1","1","1","0",4,2,5,1,5,5,8,14,12,13
"973","MS","M",16,"U","LE3","T",4,4,"teacher","health","other","father",1,1,0,"0","1","0","0","1","1","1","0",4,1,2,2,5,5,0,11,12,12
"974","MS","M",17,"R","GT3","T",1,1,"other","services","course","mother",2,1,0,"0","1","0","1","0","1","1","1",4,5,5,1,3,2,0,10,9,10
"975","MS","M",17,"R","GT3","T",1,1,"other","services","other","father",3,1,0,"0","0","0","0","0","0","0","0",4,2,3,3,4,4,4,12,13,14
"976","MS","M",17,"R","GT3","T",2,1,"other","other","other","mother",3,1,0,"0","0","0","1","1","0","0","1",5,5,5,5,5,3,8,8,10,9
"977","MS","M",17,"R","GT3","T",2,2,"other","other","course","mother",2,1,0,"0","0","0","1","1","0","0","1",5,5,5,3,5,5,0,8,13,10
"978","MS","M",17,"R","GT3","T",2,2,"other","other","course","mother",3,1,1,"0","1","0","0","0","1","1","0",4,4,5,1,2,5,0,10,9,9
"979","MS","M",17,"R","GT3","T",4,3,"services","other","home","mother",2,2,0,"0","1","1","1","0","1","1","1",4,5,5,1,3,2,4,13,11,11
"980","MS","M",17,"R","GT3","T",4,3,"services","other","home","mother",2,2,1,"0","1","1","1","0","1","1","1",4,5,5,1,3,2,4,10,11,11
"981","MS","M",17,"R","GT3","T",4,4,"health","other","course","father",3,1,3,"0","0","0","1","1","1","1","1",3,3,3,1,3,5,2,9,9,8
"982","MS","M",17,"R","LE3","T",1,2,"at_home","services","reputation","mother",1,1,0,"0","1","0","1","1","1","1","0",5,5,5,5,5,3,4,10,11,11
"983","MS","M",17,"R","LE3","T",1,3,"other","other","course","father",2,1,0,"0","0","0","1","1","1","0","1",5,1,2,3,3,5,2,12,11,12
"984","MS","M",17,"R","LE3","T",2,2,"services","services","other","mother",3,4,1,"0","1","0","0","1","1","0","0",1,3,5,3,5,3,2,10,8,9
"985","MS","M",17,"U","GT3","T",1,1,"at_home","services","other","mother",3,2,0,"0","0","0","0","1","1","1","1",5,1,3,3,3,1,0,10,10,10
"986","MS","M",17,"U","GT3","T",1,1,"other","other","home","mother",1,2,0,"0","0","1","0","0","1","1","0",4,4,3,2,4,5,4,8,9,9
"987","MS","M",17,"U","GT3","T",1,2,"other","other","course","father",1,1,1,"0","1","0","1","1","0","1","1",5,3,5,5,5,1,12,6,7,7
"988","MS","M",17,"U","GT3","T",2,2,"other","other","course","mother",1,1,1,"0","0","0","1","1","1","0","1",1,2,1,2,3,5,0,7,0,0
"989","MS","M",17,"U","GT3","T",2,3,"other","services","home","father",2,2,0,"0","0","0","1","1","1","1","0",4,4,3,1,1,3,2,11,11,10
"990","MS","M",17,"U","GT3","T",2,3,"other","services","home","father",2,2,0,"0","0","0","1","1","1","1","0",4,4,3,1,1,3,4,14,15,16
"991","MS","M",17,"U","GT3","T",3,2,"other","other","other","father",2,2,0,"0","1","1","0","1","1","1","0",4,1,2,2,2,1,0,13,14,13
"992","MS","M",17,"U","GT3","T",3,3,"health","other","course","mother",2,2,0,"0","1","1","0","1","1","1","0",4,5,4,2,3,3,2,13,13,13
"993","MS","M",17,"U","GT3","T",3,3,"health","other","course","mother",2,2,1,"0","1","0","0","1","1","1","0",4,5,4,2,3,3,4,8,9,10
"994","MS","M",17,"U","GT3","T",3,3,"services","at_home","course","mother",2,4,1,"0","1","1","1","1","1","0","0",5,4,5,3,4,5,0,10,11,10
"995","MS","M",17,"U","GT3","T",3,3,"services","services","home","mother",1,1,0,"0","1","0","1","1","1","1","0",4,1,4,5,5,3,8,7,10,9
"996","MS","M",17,"U","GT3","T",3,4,"services","other","other","mother",1,2,1,"0","1","0","1","0","1","1","1",5,4,4,3,4,5,8,8,9,8
"997","MS","M",17,"U","LE3","A",1,0,"other","other","home","mother",1,1,0,"0","0","0","0","1","1","0","1",4,1,2,1,1,5,4,11,11,12
"998","MS","M",17,"U","LE3","T",3,1,"services","services","course","mother",2,1,0,"0","0","0","0","0","1","1","0",2,4,5,3,4,2,3,14,16,16
"999","MS","M",17,"U","LE3","T",3,1,"services","services","course","mother",2,1,0,"0","0","0","0","0","1","1","0",2,4,5,3,4,2,6,10,10,10
"1000","MS","M",17,"U","LE3","T",4,4,"other","services","home","mother",1,3,0,"0","1","0","0","1","1","1","0",4,4,3,1,2,5,0,15,14,16
"1001","MS","M",18,"R","GT3","T",1,0,"at_home","at_home","course","other",3,1,1,"1","1","0","0","1","1","0","0",4,3,2,1,1,4,0,12,12,13
"1002","MS","M",18,"R","GT3","T",1,1,"other","other","home","mother",2,1,1,"0","0","0","1","1","0","1","0",4,4,3,3,4,4,0,8,9,10
"1003","MS","M",18,"R","GT3","T",1,1,"services","other","course","other",2,1,1,"0","1","0","0","1","0","1","1",5,3,3,2,3,5,2,9,7,9
"1004","MS","M",18,"R","GT3","T",1,3,"at_home","other","course","mother",2,2,0,"0","1","1","0","1","1","0","0",3,3,4,2,4,3,0,8,10,9
"1005","MS","M",18,"R","GT3","T",1,3,"at_home","other","course","mother",2,2,0,"0","1","1","0","1","1","0","0",3,3,4,2,4,3,4,10,10,10
"1006","MS","M",18,"R","GT3","T",2,1,"other","other","other","mother",2,1,0,"0","0","0","1","0","1","1","1",4,4,3,1,3,5,0,7,7,0
"1007","MS","M",18,"R","GT3","T",2,1,"other","other","other","mother",2,1,0,"0","0","0","1","0","1","1","1",4,4,3,1,3,5,5,7,6,7
"1008","MS","M",18,"R","GT3","T",3,2,"other","other","course","mother",2,1,0,"0","1","0","0","0","1","1","0",2,5,5,5,5,5,8,9,10,11
"1009","MS","M",18,"R","GT3","T",3,2,"other","other","course","mother",2,1,1,"0","1","0","0","0","1","1","0",2,5,5,5,5,5,10,11,13,13
"1010","MS","M",18,"R","GT3","T",3,2,"services","other","course","mother",1,1,1,"0","0","0","0","1","0","1","0",2,3,1,2,2,5,0,4,0,0
"1011","MS","M",18,"R","GT3","T",4,2,"other","other","home","father",2,1,1,"0","0","1","0","1","1","0","0",5,4,3,4,3,3,0,7,7,0
"1012","MS","M",18,"R","GT3","T",4,2,"other","other","home","father",2,1,1,"0","0","1","0","1","1","0","0",5,4,3,4,3,3,14,6,5,5
"1013","MS","M",18,"R","GT3","T",4,4,"at_home","services","other","mother",3,1,0,"0","1","1","1","1","1","1","1",2,5,5,1,1,1,5,12,13,14
"1014","MS","M",18,"R","LE3","T",1,1,"at_home","other","other","mother",2,2,1,"0","0","0","1","0","0","0","0",4,4,3,2,3,5,2,13,12,12
"1015","MS","M",18,"R","LE3","T",1,2,"at_home","services","other","father",3,1,0,"0","1","1","1","1","0","1","1",4,3,3,2,3,3,3,14,12,12
"1016","MS","M",18,"R","LE3","T",1,2,"at_home","services","other","father",3,1,0,"0","1","0","1","1","0","1","1",4,3,3,2,3,3,3,9,10,10
"1017","MS","M",18,"R","LE3","T",3,2,"services","other","course","mother",3,1,0,"0","0","0","0","0","1","1","0",4,4,1,3,4,5,0,11,12,10
"1018","MS","M",18,"R","LE3","T",3,2,"services","other","course","mother",3,1,0,"0","0","0","0","0","1","1","0",4,4,1,3,4,5,4,10,11,11
"1019","MS","M",18,"U","GT3","T",3,3,"at_home","at_home","course","mother",1,2,2,"0","1","0","1","1","0","1","0",4,4,5,1,3,3,9,4,8,8
"1020","MS","M",18,"U","GT3","T",4,4,"teacher","teacher","home","father",1,2,0,"0","0","1","1","0","1","1","0",3,2,4,1,4,2,4,15,14,14
"1021","MS","M",18,"U","GT3","T",4,4,"teacher","teacher","home","father",1,2,0,"0","0","0","1","0","1","1","0",3,2,4,1,4,2,4,17,18,19
"1022","MS","M",18,"U","LE3","T",1,1,"at_home","at_home","course","mother",2,2,0,"0","1","0","1","1","1","0","0",4,3,3,1,4,5,6,10,9,10
"1023","MS","M",18,"U","LE3","T",1,1,"other","services","home","father",2,1,0,"0","0","0","0","0","1","1","1",3,3,2,1,2,3,2,14,13,14
"1024","MS","M",18,"U","LE3","T",1,1,"other","services","home","father",2,1,0,"0","0","0","0","0","1","1","1",3,3,2,1,2,3,4,10,10,10
"1025","MS","M",18,"U","LE3","T",1,2,"at_home","services","home","mother",2,1,0,"0","1","0","0","0","1","0","0",4,1,4,5,5,1,8,10,11,11
"1026","MS","M",18,"U","LE3","T",1,3,"at_home","services","course","mother",1,1,0,"0","0","0","0","1","0","1","1",4,3,3,2,3,3,0,9,10,9
"1027","MS","M",18,"U","LE3","T",1,3,"at_home","services","course","mother",1,1,1,"0","0","0","0","1","0","1","1",4,3,3,2,3,3,7,8,7,8
"1028","MS","M",18,"U","LE3","T",4,4,"at_home","health","home","mother",1,4,0,"0","1","0","1","1","0","1","1",5,5,5,5,5,5,2,5,6,6
"1029","MS","M",18,"U","LE3","T",4,4,"services","other","reputation","mother",1,1,0,"0","1","0","1","1","1","1","0",5,4,5,1,1,5,3,17,17,17
"1030","MS","M",18,"U","LE3","T",4,4,"teacher","services","other","mother",2,3,0,"0","0","1","0","1","1","1","1",4,2,2,2,2,5,0,13,13,13
"1031","MS","M",18,"U","LE3","T",4,4,"teacher","services","other","mother",2,3,0,"0","0","0","0","1","1","1","1",4,2,2,2,2,5,0,15,16,16
"1032","MS","M",19,"R","GT3","T",1,1,"other","other","home","other",3,1,1,"0","1","0","0","1","1","1","0",4,4,4,3,3,5,4,8,8,8
"1033","MS","M",19,"R","GT3","T",1,1,"other","other","home","other",3,1,1,"0","1","0","0","1","1","1","0",4,4,4,3,3,5,4,8,9,10
"1034","MS","M",19,"R","GT3","T",1,1,"other","services","home","other",3,2,1,"0","0","0","0","1","1","1","0",5,4,4,3,3,2,8,10,9,11
"1035","MS","M",19,"R","GT3","T",1,1,"other","services","home","other",3,2,3,"0","0","0","0","1","1","1","0",5,4,4,3,3,2,8,8,7,8
"1036","MS","M",19,"R","GT3","T",1,1,"other","services","other","mother",2,1,1,"0","0","0","0","1","1","0","0",4,3,2,1,3,5,0,5,8,0
"1037","MS","M",19,"R","GT3","T",1,1,"other","services","other","mother",2,1,1,"0","0","0","0","1","1","0","0",4,3,2,1,3,5,0,6,5,0
"1038","MS","M",19,"U","GT3","T",1,1,"other","other","other","mother",1,2,2,"0","1","0","1","1","0","1","0",4,4,3,3,4,4,2,9,9,10
"1039","MS","M",19,"U","GT3","T",2,1,"at_home","other","course","other",2,1,3,"0","0","0","1","0","0","1","1",4,4,3,1,3,5,4,8,9,9
"1040","MS","M",19,"U","GT3","T",3,2,"at_home","services","course","mother",2,1,3,"0","0","0","1","1","1","0","0",3,2,1,1,1,3,4,6,11,9
"1041","MS","M",19,"U","LE3","T",1,1,"other","at_home","course","father",1,1,0,"0","0","0","0","1","1","1","0",3,2,3,3,3,5,5,8,9,9
"1042","MS","M",20,"R","GT3","T",1,1,"other","other","course","other",2,1,1,"0","1","0","0","1","0","1","1",4,4,3,2,4,4,12,8,11,10
"1043","MS","M",20,"U","LE3","A",2,2,"services","services","course","other",1,2,2,"0","1","1","0","1","1","0","0",5,5,4,4,5,4,11,9,9,9
"1044","MS","M",21,"R","GT3","T",1,1,"other","other","course","other",1,1,3,"0","0","0","0","0","1","0","0",5,5,3,3,3,3,3,10,8,7
